"","Name","Platform","Year_of_Release","Genre","Publisher","NA_players","EU_players","JP_players","Other_players","Global_players","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"8177","NBA Hoopz","PS2","2001","Sports","Midway Games",0.09,0.07,0,0.02,0.18,63,10,"tbd",NA,"Eurocom Entertainment Software","E"
"8178","ESPN X Games Skateboarding","GBA","2001","Sports","Konami Digital Entertainment",0.13,0.05,0,0,0.18,NA,NA,"tbd",NA,"Konami Computer Entertainment Hawaii","E"
"8179","Nancy Drew: The Hidden Staircase","DS","2008","Adventure","THQ",0.16,0,0,0.01,0.18,NA,NA,"6",6,"Gorilla Systems","E"
"8180","Speedball 2100","PS","2000","Sports","Empire Interactive",0.1,0.07,0,0.01,0.18,60,5,"tbd",NA,"Bitmap Brothers","E"
"8181","Full Auto 2: Battlelines","PS3","2006","Racing","Sega",0.14,0.02,0,0.02,0.18,67,43,"7.6",25,"Pseudo Interactive","T"
"8182","College Hoops 2K8","X360","2007","Sports","Take-Two Interactive",0.16,0,0,0.01,0.18,81,21,"6.9",16,"Visual Concepts","E"
"8183","LEGO Island 2: The Brickster's Revenge","PS","2001","Adventure","LEGO Media",0.1,0.07,0,0.01,0.18,NA,NA,"",NA,"",""
"8184","How to Train Your Dragon","PS3","2010","Action","Activision",0.12,0.03,0,0.02,0.18,51,18,"7",6,"Etranges Libellules","E10+"
"8185","Backyard Basketball","GBA","2004","Sports","Atari",0.13,0.05,0,0,0.18,NA,NA,"tbd",NA,"Mistic Software","E"
"8186","Madden NFL 09","XB","2008","Sports","Electronic Arts",0.13,0.04,0,0.01,0.18,NA,NA,"5.5",6,"EA Tiburon","E"
"8187","Dynasty Warriors: Gundam 3","X360","2010","Action","Tecmo Koei",0.11,0.03,0.02,0.01,0.18,65,27,"7.8",20,"Koei Tecmo Games","T"
"8188","Scooby-Doo! Unmasked","GBA","2005","Platform","THQ",0.13,0.05,0,0,0.18,NA,NA,"",NA,"",""
"8189","Summon Night 4","PS2","2006","Role-Playing","Banpresto",0,0,0.18,0,0.18,NA,NA,"",NA,"",""
"8190","NHL 2004","XB","2003","Sports","Electronic Arts",0.13,0.04,0,0.01,0.18,85,21,"6.5",31,"EA Black Box","E"
"8191","Pro Yaky? Spirits 5","PS2","2008","Sports","Konami Digital Entertainment",0,0,0.18,0,0.18,NA,NA,"",NA,"",""
"8192","Back to the Future: The Game","PS4","2015","Adventure","Telltale Games",0.1,0.05,0,0.03,0.18,NA,NA,"7.1",18,"Telltale Games","T"
"8193","Namco Museum: 50th Anniversary","XB","2005","Misc","Namco Bandai Games",0.13,0.04,0,0.01,0.18,62,23,"tbd",NA,"Backbone Vancouver","E10+"
"8194","Monster 4x4: Stunt Racer","Wii","2009","Racing","Ubisoft",0.16,0,0,0.01,0.18,NA,NA,"5.2",9,"Ubisoft","E"
"8195","Velvet Assassin","X360","2009","Shooter","DTP Entertainment",0.14,0.02,0.01,0.01,0.18,56,46,"7.1",55,"Replay Studios, ML Enterprises","M"
"8196","NFL 2K2","XB","2002","Sports","Sega",0.13,0.04,0,0.01,0.18,87,18,"tbd",NA,"Visual Concepts","E"
"8197","MindJack","PS3","2011","Shooter","Square Enix",0.07,0.07,0,0.03,0.18,44,31,"1.7",46,"FeelPlus","M"
"8198","Marvel Super Hero Squad: Comic Combat","X360","2011","Action","THQ",0.13,0.04,0,0.01,0.18,NA,NA,"tbd",NA,"THQ","E10+"
"8199","NBA Starting Five","PS2","N/A","Sports","Unknown",0.09,0.07,0,0.02,0.18,53,10,"7.3",7,"Konami","E"
"8200","NBA Live 16","PS4","2015","Sports","Electronic Arts",0.1,0.04,0,0.03,0.18,59,27,"6.1",70,"EA Sports","E"
"8201","WWE SmackDown vs. Raw 2009","DS","2008","Fighting","THQ",0.14,0.02,0,0.01,0.18,58,15,"7.8",6,"TOSE","T"
"8202","Dead or Alive Paradise","PSP","2010","Misc","Ubisoft Annecy",0.07,0.02,0.07,0.02,0.18,38,34,"5.6",37,"Team Ninja, Tecmo","M"
"8203","Dark Souls II","PC","2014","Role-Playing","Namco Bandai Games",0.08,0.08,0,0.01,0.17,91,36,"7.1",2318,"From Software","T"
"8204","The Suffering: Ties That Bind","PS2","2005","Action","Midway Games",0.09,0.07,0,0.02,0.17,75,37,"8",23,"Surreal Software","M"
"8205","EyeToy: Kinetic","PS2","2005","Sports","Sony Computer Entertainment",0.09,0.07,0,0.02,0.17,78,32,"8.3",11,"SCEE London Studio","E"
"8206","Transformers: Prime","3DS","2012","Action","Activision",0.13,0.02,0,0.02,0.17,NA,NA,"",NA,"",""
"8207","Fancy Nancy: Tea Party Time!","DS","2010","Adventure","THQ",0.16,0,0,0.01,0.17,NA,NA,"tbd",NA,"Webfoot Technologies","E"
"8208","Project Spark","XOne","2014","Misc","Microsoft Game Studios",0.11,0.05,0,0.02,0.17,73,26,"7",151,"Microsoft Game Studios","E10+"
"8209","Army Men: Sarge's Heroes 2","PS2","2001","Shooter","Midas Interactive Entertainment",0.09,0.07,0,0.02,0.17,54,15,"4.6",5,"3DO","T"
"8210","Yakuza Zero: The Place of Oath","PS4","2015","Action","Sega",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8211","The Wild Thornberrys: Animal Adventures","PS","2000","Adventure","Mattel Interactive",0.1,0.07,0,0.01,0.17,NA,NA,"",NA,"",""
"8212","Cabela's Adventure Camp","Wii","2011","Misc","Activision",0.14,0.02,0,0.02,0.17,NA,NA,"tbd",NA,"Cauldron Ltd.","E"
"8213","SEGA Bass Fishing Duel","PS2","2002","Sports","Sega",0.09,0.07,0,0.02,0.17,68,13,"tbd",NA,"Wow Entertainment","E"
"8214","Teen Titans","GBA","N/A","Action","Unknown",0.13,0.05,0,0,0.17,61,9,"tbd",NA,"Artificial Mind and Movement","E10+"
"8215","Sports Illustrated for Kids: Baseball","GBA","2001","Sports","BAM! Entertainment",0.12,0.05,0,0,0.17,39,4,"tbd",NA,"Sennari Interactive","E"
"8216","Mark Davis Pro Bass Challenge","PS2","2002","Sports","Natsume",0.09,0.07,0,0.02,0.17,NA,NA,"tbd",NA,"Sims","E"
"8217","Rugrats: Royal Ransom","GC","2002","Platform","THQ",0.13,0.03,0,0,0.17,NA,NA,"6.7",6,"Avalanche Software","E"
"8218","Winning Eleven: Pro Evolution Soccer 2007","DS","2006","Sports","Konami Digital Entertainment",0,0,0.17,0,0.17,63,5,"7.9",12,"KCET","E"
"8219","Warriors of Might and Magic","PS2","2001","Adventure","3DO",0.09,0.07,0,0.02,0.17,49,12,"4.5",6,"3DO","T"
"8220","Rapala Fishing Frenzy 2009","PS3","2008","Sports","Activision",0.16,0,0,0.01,0.17,31,4,"4.4",9,"FUN Labs","E"
"8221","Petz: Horseshoe Ranch","DS","2009","Adventure","Ubisoft",0.16,0,0,0.01,0.17,NA,NA,"tbd",NA,"",""
"8222","Open Season","GC","2006","Platform","Ubisoft",0.13,0.03,0,0,0.17,59,6,"tbd",NA,"Ubisoft","E10+"
"8223","Ridge Racer","PSV","2011","Racing","Namco Bandai Games",0.03,0.07,0.05,0.02,0.17,44,39,"3.7",59,"Namco Bandai Games, Cellius","E10+"
"8224","EyePet & Friends","PS3","2011","Simulation","Sony Computer Entertainment",0.06,0.08,0,0.03,0.17,NA,NA,"",NA,"",""
"8225","Street Fighter: The Movie","PS","1995","Fighting","Acclaim Entertainment",0.1,0.07,0,0.01,0.17,NA,NA,"",NA,"",""
"8226","Major League Baseball 2K9","PS3","2009","Sports","Spike",0.16,0,0,0.01,0.17,61,19,"4",6,"2K Sports","E"
"8227","World Championship Poker","GBA","2004","Misc","Crave Entertainment",0.12,0.05,0,0,0.17,66,5,"tbd",NA,"Sensory Sweep","E"
"8228","Global Defence Force","PS2","2005","Shooter","Essential Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8229","Major League Baseball 2K6","GC","2006","Sports","Take-Two Interactive",0.13,0.03,0,0,0.17,66,8,"tbd",NA,"Kush Games","E"
"8230","WordJong Party","Wii","2008","Puzzle","Destineer",0.16,0,0,0.01,0.17,NA,NA,"tbd",NA,"Magellan Interactive","E"
"8231","SaGa 2: Hihou Densetsu - Goddess of Destiny","DS","2009","Role-Playing","Square Enix",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8232","Smash Court Tennis Pro Tournament","PS2","2002","Sports","Sony Computer Entertainment",0.08,0.07,0,0.02,0.17,73,15,"7.4",10,"Namco","E"
"8233","Super Robot Taisen L","DS","2010","Strategy","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8234","Race Pro","X360","2009","Racing","Atari",0.06,0.09,0,0.02,0.17,72,54,"7",60,"SimBin","E"
"8235","The Grim Adventures of Billy & Mandy","GC","2006","Action","Midway Games",0.13,0.03,0,0,0.17,NA,NA,"",NA,"",""
"8236","NBA Inside Drive 2004","XB","2003","Sports","Microsoft Game Studios",0.13,0.04,0,0.01,0.17,71,31,"8.2",11,"High Voltage Software","E"
"8237","The King of Fighters '97","PS","1998","Fighting","SNK",0,0,0.16,0.01,0.17,NA,NA,"",NA,"",""
"8238","Time Commando","PS","1996","Action","Adeline Software",0.1,0.07,0,0.01,0.17,NA,NA,"",NA,"",""
"8239","Professional Fisherman's Tour: Northern Hemisphere","DS","2007","Sports","505 Games",0.16,0,0,0.01,0.17,NA,NA,"tbd",NA,"Starfish","E"
"8240","Kekkaishi: Karasumori Ayakashi Kidan","DS","2007","Action","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8241","Gretzky NHL 2005","PS2","2004","Sports","Sony Computer Entertainment",0.08,0.07,0,0.02,0.17,66,24,"9.1",14,"Page 44 Studios","E"
"8242","Dungeon Siege III","PC","2011","Role-Playing","Square Enix",0.08,0.08,0,0.02,0.17,72,37,"4.7",399,"Obsidian Entertainment","T"
"8243","The Hobbit","GC","2003","Platform","Vivendi Games",0.13,0.03,0,0,0.17,61,17,"7.3",8,"Inevitable Entertainment","E"
"8244","MotoGP 15","PS4","2015","Racing","Milestone S.r.l.",0,0.12,0.03,0.02,0.17,66,15,"",NA,"Milestone S.r.l",""
"8245","Backyard Sports Football: Rookie Rush","DS","2010","Sports","Atari",0.16,0,0,0.01,0.17,NA,NA,"",NA,"",""
"8246","Skate it","DS","2008","Sports","Electronic Arts",0.14,0.02,0,0.01,0.17,72,13,"7.8",12,"Exient Entertainment","E"
"8247","Cabela's Legendary Adventures","Wii","2008","Sports","Activision",0.16,0,0,0.01,0.17,NA,NA,"tbd",NA,"FUN Labs","T"
"8248","True Crime: New York City","GC","2005","Action","Activision",0.13,0.03,0,0,0.17,59,25,"8.8",24,"Exakt","M"
"8249","Metal Arms: Glitch in the System","XB","2003","Shooter","Vivendi Games",0.13,0.04,0,0.01,0.17,82,35,"8.7",15,"Swingin' Ape","T"
"8250","The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune","PSP","2012","Action","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8251","Toukiden Kiwami","PS4","2015","Action","Tecmo Koei",0.05,0.07,0.02,0.02,0.17,74,35,"7.6",74,"Koei Tecmo Games","T"
"8252","Trauma Team","Wii","N/A","Simulation","Unknown",0.14,0,0.02,0.01,0.17,82,29,"8.8",25,"Atlus","T"
"8253","The Secret World","PC","2012","Role-Playing","Funcom",0.07,0.08,0,0.02,0.17,74,55,"8.2",1326,"Funcom","M"
"8254","Ice Age: Dawn of the Dinosaurs","PS2","2009","Action","Activision",0.08,0.07,0,0.02,0.17,NA,NA,"tbd",NA,"Activision","E10+"
"8255","ESPN Final Round Golf 2002","GBA","2001","Sports","Konami Digital Entertainment",0.12,0.05,0,0,0.17,70,10,"tbd",NA,"Konami Computer Entertainment Nagoya","E"
"8256","Iron Chef America: Supreme Cuisine","Wii","2008","Simulation","Destineer",0.16,0,0,0.01,0.17,42,4,"tbd",NA,"Black Lantern Studios","E10+"
"8257","MDK2 Armageddon","PS2","2001","Shooter","Virgin Interactive",0.08,0.07,0,0.02,0.17,80,19,"8.3",11,"BioWare","T"
"8258","Exhibition Volume 02","XB","2003","Misc","Microsoft Game Studios",0.13,0.04,0,0.01,0.17,NA,NA,"",NA,"",""
"8259","NHL 2K9","X360","2008","Sports","Take-Two Interactive",0.15,0.01,0,0.01,0.17,69,33,"6.7",7,"Visual Concepts","E10+"
"8260","I Spy: Castle","DS","2011","Puzzle","Scholastic Inc.",0.16,0,0,0.01,0.17,NA,NA,"tbd",NA,"Gusto Games","E"
"8261","Fight Night Round 2","GC","2005","Fighting","Electronic Arts",0.13,0.03,0,0,0.17,87,32,"7.9",7,"EA Sports","T"
"8262","Backbreaker","PS3","N/A","Sports","Unknown",0.16,0,0,0.01,0.17,58,25,"7",52,"NaturalMotion","E"
"8263","Disney's Atlantis: The Lost Empire","PS","2001","Platform","Sony Computer Entertainment",0.1,0.07,0,0.01,0.17,73,7,"8.5",6,"Eurocom Entertainment Software","E"
"8264","Power Pro Kun Pocket","GB","1999","Sports","Konami Digital Entertainment",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8265","The King of Fighters '97","SAT","1998","Fighting","SNK",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8266","Tamagotchi no Narikiri Challenge","DS","2010","Action","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8267","Madden NFL 17","X360","2016","Sports","Electronic Arts",0.14,0.02,0,0.02,0.17,NA,NA,"0.7",6,"EA Sports","E"
"8268","Jewel Match","DS","2010","Puzzle","PlayV",0.05,0.11,0,0.02,0.17,NA,NA,"tbd",NA,"Joindots","E"
"8269","Space Battleship Yamato: Harukanaru Hoshi Iscandar","PS","1999","Strategy","Namco Bandai Games",0,0,0.16,0.01,0.17,NA,NA,"",NA,"",""
"8270","Lost in Blue 3","DS","2007","Adventure","Konami Digital Entertainment",0.09,0.02,0.06,0.01,0.17,59,19,"tbd",NA,"Matrix Software","E10+"
"8271","Sound Novel Evolution 1: Otogirisou Sosei-Hen","PS","1999","Adventure","ChunSoft",0,0,0.16,0.01,0.17,NA,NA,"",NA,"",""
"8272","Stormrise","PS3","2009","Strategy","Sega",0.13,0.02,0,0.02,0.17,51,28,"5.3",20,"Creative Assembly","M"
"8273","Psi-Ops: The Mindgate Conspiracy","XB","2004","Shooter","Midway Games",0.13,0.04,0,0.01,0.17,84,55,"7.9",18,"Midway","M"
"8274","X-Men: The Official Game","X360","2006","Action","Activision",0.16,0,0,0.01,0.17,52,57,"6.1",20,"Z-Axis, Ltd.","T"
"8275","SWAT: Global Strike Team","XB","2003","Shooter","Vivendi Games",0.13,0.04,0,0.01,0.17,69,22,"6.3",7,"Argonaut Games","M"
"8276","Horrid Henry: Missions of Mischief","DS","2010","Adventure","SouthPeak Games",0.01,0.14,0,0.02,0.17,NA,NA,"",NA,"Asylum Entertainment","E"
"8277","Cabela's Legendary Adventures","PSP","2008","Sports","Activision",0.16,0,0,0.02,0.17,NA,NA,"tbd",NA,"FUN Labs","T"
"8278","Pictionary","DS","2010","Puzzle","THQ",0.09,0.06,0,0.02,0.17,NA,NA,"tbd",NA,"ImaginEngine","E"
"8279","Hitman: HD Trilogy","X360","2013","Action","Square Enix",0.07,0.08,0,0.02,0.17,69,14,"7.2",45,"Io Interactive","M"
"8280","MX World Tour Featuring Jamie Little","PS2","2005","Racing","Play It",0.08,0.07,0,0.02,0.17,52,4,"tbd",NA,"Impulse Games","E"
"8281","Goblin Commander: Unleash the Horde","PS2","2003","Strategy","Jaleco",0.08,0.07,0,0.02,0.17,68,21,"8.7",14,"Jaleco Entertainment","T"
"8282","uDraw Studio: Instant Artist","Wii","2011","Misc","THQ",0.06,0.09,0,0.02,0.17,NA,NA,"tbd",NA,"THQ","E"
"8283","Hello Kitty: Happy Party Pals","GBA","2005","Misc","THQ",0.12,0.05,0,0,0.17,NA,NA,"",NA,"",""
"8284","Jikkyou Powerful Pro Baseball 2016","PS4","2016","Sports","Konami Digital Entertainment",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8285","Backyard NFL Football '09","PS2","2008","Sports","Atari",0.08,0.07,0,0.02,0.17,NA,NA,"",NA,"",""
"8286","World Destruction League: Thunder Tanks","PS2","2000","Action","3DO",0.08,0.07,0,0.02,0.17,65,16,"5.9",7,"3DO","T"
"8287","Tom Clancy's Ghost Recon: Future Soldier","PC","2012","Shooter","Ubisoft",0.05,0.1,0,0.02,0.17,71,13,"4.9",368,"Ubisoft Paris","M"
"8288","Backyard Baseball '10","PS2","2009","Sports","Atari",0.08,0.07,0,0.02,0.17,NA,NA,"tbd",NA,"Farsight Studios","E"
"8289","Resident Evil Director's Cut: Dual Shock Edition","PS","1997","Action","Capcom",0,0,0.16,0.01,0.17,NA,NA,"",NA,"",""
"8290","Broken Sword: Shadows of the Templars - The Director's Cut","DS","2009","Adventure","Ubisoft",0.07,0.08,0,0.02,0.17,NA,NA,"",NA,"",""
"8291","PlayStation Move Heroes","PS3","2011","Platform","Sony Computer Entertainment",0.08,0.06,0,0.03,0.17,53,39,"6.1",16,"Nihilistic","E10+"
"8292","The King of Fighters '95","PS","1996","Fighting","Sony Computer Entertainment",0,0,0.16,0.01,0.17,NA,NA,"",NA,"",""
"8293","RoadKill","PS2","2003","Action","Midway Games",0.08,0.07,0,0.02,0.17,71,27,"7.9",11,"Terminal Reality","M"
"8294","Hanjuku Eiyuu Tai 3D","PS2","2003","Role-Playing","Square Enix",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8295",".hack//G.U. Vol.3//Redemption","PS2","2007","Role-Playing","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8296","Super Robot Taisen Compact 2 Dai-1-Bu","WS","2000","Strategy","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8297","Looney Tunes: Back in Action","GC","2003","Platform","Warner Bros. Interactive Entertainment",0.13,0.03,0,0,0.17,64,6,"5",4,"Warthog","E"
"8298","Marvel Super Hero Squad: The Infinity Gauntlet","PS3","2010","Action","THQ",0.12,0.03,0,0.02,0.17,54,6,"tbd",NA,"THQ","E10+"
"8299","The Chronicles of Narnia: Prince Caspian","PS3","2008","Action","Disney Interactive Studios",0.14,0.01,0,0.02,0.17,56,16,"5.6",8,"Traveller's Tales","T"
"8300","Tak: The Great Juju Challenge","GBA","2005","Platform","THQ",0.12,0.05,0,0,0.17,52,6,"tbd",NA,"WayForward","E"
"8301","Yu-Gi-Oh! Zexal World Duel Carnival","3DS","2013","Misc","Konami Digital Entertainment",0,0.08,0.08,0.01,0.17,NA,NA,"",NA,"",""
"8302","SingStar Motown","PS3","2009","Misc","Sony Computer Entertainment",0,0.15,0,0.02,0.17,NA,NA,"",NA,"",""
"8303","Macross Ultimate Frontier","PSP","2009","Action","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8304","Top Spin 2","X360","2006","Sports","Take-Two Interactive",0.15,0,0,0.01,0.17,75,52,"6.8",25,"Pam Development","E"
"8305","Hunter: The Reckoning Redeemer","XB","2003","Action","Interplay",0.13,0.04,0,0.01,0.17,72,26,"8.6",5,"High Voltage Software","M"
"8306","Age of Empires III: Complete Collection","PC","2009","Strategy","Microsoft Game Studios",0.01,0.12,0,0.03,0.17,NA,NA,"8.5",41,"Microsoft Game Studios","T"
"8307","Captain America: Super Soldier","X360","2011","Action","Sega",0.11,0.05,0,0.01,0.17,60,48,"6.4",37,"Next Level Games","T"
"8308","Tokyo Xtreme Racer","DC","1999","Racing","Genki",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8309","Fighter Maker","PS","1998","Fighting","Agetec",0.05,0.04,0.07,0.01,0.17,NA,NA,"",NA,"",""
"8310","Danganronpa 2: Goodbye Despair","PSV","2014","Misc","Nippon Ichi Software",0.08,0.05,0,0.04,0.17,81,50,"8.7",140,"Spike Chunsoft","M"
"8311","Thief: Deadly Shadows","XB","2004","Action","Eidos Interactive",0.13,0.04,0,0.01,0.17,82,61,"7.3",12,"Ion Storm","M"
"8312","Monkey Island: Special Edition Collection","PC","2011","Adventure","LucasArts",0,0.14,0,0.03,0.17,NA,NA,"",NA,"",""
"8313","MotoGP 10/11","PS3","2011","Racing","Capcom",0.04,0.1,0,0.03,0.17,68,32,"6.1",23,"Monumental Games","E"
"8314","NBA 09: The Inside","PSP","2008","Sports","Sony Computer Entertainment",0.16,0,0,0.01,0.17,79,9,"7.4",7,"SCEA San Diego Studios","E"
"8315","Batman Begins","GBA","2005","Action","Electronic Arts",0.12,0.05,0,0,0.17,61,5,"6.9",9,"Vicarious Visions","E10+"
"8316","Mercury Meltdown Revolution","Wii","2007","Action","Ignition Entertainment",0.16,0,0,0.01,0.17,77,41,"7.4",16,"Ignition Entertainment","E"
"8317","Glover","PS","1999","Platform","Atari",0.09,0.06,0,0.01,0.17,NA,NA,"",NA,"",""
"8318","Dragon Ball GT: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A",0.12,0.05,0,0,0.17,NA,NA,"",NA,"",""
"8319","Country Dance: All Stars","X360","2012","Action","GameMill Entertainment",0.16,0,0,0.01,0.17,NA,NA,"5.2",5,"High Voltage Software","E10+"
"8320","Let's TAP","Wii","2008","Misc","Sega",0.08,0.06,0.01,0.02,0.17,70,47,"6.6",11,"Prope","E"
"8321","James Cameron's Dark Angel","PS2","N/A","Action","Universal Interactive",0.08,0.07,0,0.02,0.17,48,17,"6.5",19,"Radical Entertainment","T"
"8322","Mahjong Fight Club","PSP","2004","Misc","Konami Digital Entertainment",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8323","Turok 3: Shadow of Oblivion","N64","2000","Shooter","Acclaim Entertainment",0.12,0.05,0,0,0.17,NA,NA,"",NA,"",""
"8324","Bomberman 64: The Second Attack!","N64","1999","Adventure","Hudson Soft",0.05,0.01,0.11,0,0.17,NA,NA,"",NA,"",""
"8325","World Driver Championship","N64","1999","Racing","Midway Games",0.14,0.03,0,0,0.17,NA,NA,"",NA,"",""
"8326","The Lord of the Rings: Aragorn's Quest","PS3","2010","Action","Warner Bros. Interactive Entertainment",0.1,0.04,0,0.02,0.17,58,12,"6",8,"TT Fusion","T"
"8327","Spawn: Armageddon","XB","2003","Action","Electronic Arts",0.13,0.04,0,0.01,0.17,57,27,"9.2",5,"Point of View","M"
"8328","Project X Zone 2: Brave New World","3DS","2015","Role-Playing","Namco Bandai Games",0.05,0.03,0.08,0.01,0.17,NA,NA,"",NA,"",""
"8329","Codename: Kids Next Door: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A",0.12,0.05,0,0,0.17,NA,NA,"",NA,"",""
"8330","Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video","GBA","2004","Misc","Nintendo",0.12,0.05,0,0,0.17,NA,NA,"",NA,"",""
"8331","Major League Baseball 2K9","PS2","2009","Sports","Spike",0.08,0.06,0,0.02,0.17,NA,NA,"5.4",5,"2K Sports","E"
"8332","Gundam Assault Survive","PSP","2010","Action","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8333","Bee Movie Game","X360","2007","Action","Activision",0.16,0,0,0.01,0.17,71,25,"5.8",13,"Beenox","E"
"8334","Luxor 3","Wii","2008","Puzzle","Mumbo Jumbo",0.16,0,0,0.01,0.17,NA,NA,"tbd",NA,"MumboJumbo","E"
"8335","Disney TH!NK Fast: The Ultimate Trivia Showdown","PS2","2008","Misc","Disney Interactive Studios",0.08,0.06,0,0.02,0.17,NA,NA,"",NA,"",""
"8336","Jikkyou Powerful Pro Yakyuu 2013","PSP","2013","Sports","Konami Digital Entertainment",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8337","Fate/Stay Night [Réalta Nua]","PS2","2007","Adventure","Kadokawa Shoten",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8338","Disney's Home on the Range","GBA","2004","Action","Disney Interactive Studios",0.12,0.04,0,0,0.17,65,4,"tbd",NA,"Artificial Mind and Movement","E"
"8339","The Rise of the Argonauts","X360","2008","Role-Playing","Codemasters",0.03,0.12,0,0.01,0.17,NA,NA,"",NA,"",""
"8340","Conception II: Children of the Seven Stars","PSV","2013","Role-Playing","Screenlife",0.1,0,0.04,0.03,0.17,62,24,"7.6",118,"Spike","M"
"8341","Deus Ex: Mankind Divided","XOne","2016","Role-Playing","Square Enix",0.09,0.06,0,0.01,0.17,83,18,"7.2",175,"Eidos Montreal","M"
"8342","Space Griffon VF-9","PS","1995","Role-Playing","Panther Software",0.02,0.02,0.12,0.01,0.17,NA,NA,"",NA,"",""
"8343","Professor Heinz Wolff's Gravity","Wii","2008","Puzzle","Deep Silver",0.04,0.12,0,0.02,0.17,63,12,"7.7",7,"Deep Silver","E"
"8344",".hack//G.U. Vol.1//Rebirth","PS2","2006","Role-Playing","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8345","Transformers: Dark of the Moon","Wii","2011","Action","Activision",0.09,0.06,0,0.02,0.17,NA,NA,"",NA,"",""
"8346","FaceBreaker","PS3","2008","Fighting","Electronic Arts",0.13,0.02,0,0.02,0.17,53,37,"3.8",20,"EA Canada","T"
"8347","Star Wars: Battlefront II","PC","2005","Shooter","LucasArts",0.02,0.13,0,0.02,0.17,78,23,"8.8",431,"Pandemic Studios","T"
"8348","Michael Jackson: The Experience 3D","3DS","2011","Misc","Ubisoft",0.13,0.03,0,0.01,0.17,NA,NA,"",NA,"",""
"8349","Gyakuten Saiban 3","GBA","2004","Adventure","Capcom",0,0,0.16,0,0.17,NA,NA,"",NA,"",""
"8350","Digimon Story: Cyber Sleuth","PSV","2015","Role-Playing","Namco Bandai Games",0,0,0.17,0,0.17,NA,NA,"8.8",92,"Media Vision","T"
"8351","Gallop Racer 2001","PS2","2001","Sports","Tecmo Koei",0.05,0.04,0.06,0.01,0.17,71,11,"9.1",56,"Tecmo","E"
"8352","Hellboy: The Science of Evil","PS3","2008","Action","Konami Digital Entertainment",0.13,0.02,0,0.02,0.17,47,23,"6.1",10,"Krome Studios","T"
"8353","Nightmare Creatures II","PS","2000","Action","Konami Digital Entertainment",0.09,0.06,0,0.01,0.17,NA,NA,"",NA,"",""
"8354","MotoGP 09/10","X360","2010","Racing","Capcom",0.07,0.09,0,0.02,0.17,69,41,"5.7",41,"Monumental Games","E"
"8355","Bratz Kidz","Wii","2008","Misc","Game Factory",0.16,0,0,0.01,0.17,NA,NA,"tbd",NA,"EKO Software","E"
"8356","N3 II: Ninety-Nine Nights","X360","2010","Action","Microsoft Game Studios",0.06,0.06,0.04,0.01,0.17,NA,NA,"",NA,"",""
"8357","Catwoman","PS2","2004","Action","Electronic Arts",0.08,0.06,0,0.02,0.17,46,35,"6.9",13,"Argonaut Games","T"
"8358","Garfield: Lasagna World Tour","PS2","2007","Action","Blast! Entertainment Ltd",0.08,0.06,0,0.02,0.17,NA,NA,"tbd",NA,"EKO Software","E"
"8359","Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A",0.12,0.04,0,0,0.17,NA,NA,"",NA,"",""
"8360","Bomberman B-Daman","SNES","1996","Shooter","Hudson Soft",0,0,0.17,0,0.17,NA,NA,"",NA,"",""
"8361","Monsters vs. Aliens","X360","2009","Action","Activision",0.12,0.03,0,0.01,0.17,63,31,"6.6",7,"Beenox","E10+"
"8362","Beat Down: Fists of Vengeance","PS2","2005","Action","Capcom",0.04,0.03,0.09,0.01,0.17,48,33,"8.1",12,"Cavia Inc.","M"
"8363","World Destruction League: Thunder Tanks","PS","2000","Action","3DO",0.09,0.06,0,0.01,0.17,35,4,"1.2",6,"3DO","T"
